id,Parent Path,complete Name,name,plankton_id,Plankton Breadcrumbs,Level Match?,Plankton Level,parent_id,query
3136,1108/1662/3136/,Material Handling / Shelving and Storage Racks / Shelving,Shelving,6833912122,Material Handling > Shelving and Storage Racks > Shelving,Match,3,6833830581,update product_category set plankton_id='6833912122' where id=3136;
2094,1108/1662/2094/,Material Handling / Shelving and Storage Racks / Storage,Storage,7172254055,Material Handling > Shelving and Storage Racks > Storage,Match,3,6833830581,update product_category set plankton_id='7172254055' where id=2094;
297,297/,Material Handling and Lifting,Material Handling and Lifting,,,-,-,,
298,297/298/,Material Handling and Lifting / Dongkrak,Dongkrak,,,-,-,,
989,989/,Measuring Instruments,Measuring Instruments,6829758512,Measuring Instruments,Match,1,,update product_category set plankton_id='6829758512' where id=989;
1377,989/1377/,Measuring Instruments / Clinical and Diagnostic Analyzers and Accessories and Supplies,Clinical and Diagnostic Analyzers and Accessories and Supplies,6839188543,Measuring Instruments > Clinical and Diagnostic Analyzers and Accessories and Supplies,Match,2,6829758512,update product_category set plankton_id='6839188543' where id=1377;
3061,989/1377/3061/,Measuring Instruments / Clinical and Diagnostic Analyzers and Accessories and Supplies / Glucose Analyzers,Glucose Analyzers,6839190078,Measuring Instruments > Clinical and Diagnostic Analyzers and Accessories and Supplies > Glucose Analyzers,Match,3,6839188543,update product_category set plankton_id='6839190078' where id=3061;
990,989/990/,Measuring Instruments / Weight Measuring Instruments,Weight Measuring Instruments,7077780295,Measuring Instruments > Weight Measuring Instruments,Match,2,6829758512,update product_category set plankton_id='7077780295' where id=990;
1040,989/990/1040/,Measuring Instruments / Weight Measuring Instruments / Analog Scale,Analog Scale,3421806,Measuring Instruments > Weight Measuring Instruments > Analog Scale,Match,3,7077780295,update product_category set plankton_id='3421806' where id=1040;
1003,989/990/1003/,Measuring Instruments / Weight Measuring Instruments / Analytical Balances,Analytical Balances,7077853437,Measuring Instruments > Weight Measuring Instruments > Analytical Balances,Match,3,7077780295,update product_category set plankton_id='7077853437' where id=1003;
2887,989/990/2887/,Measuring Instruments / Weight Measuring Instruments / Bench Scales,Bench Scales,7077854122,Measuring Instruments > Weight Measuring Instruments > Bench Scales,Match,3,7077780295,update product_category set plankton_id='7077854122' where id=2887;
3064,989/990/3064/,Measuring Instruments / Weight Measuring Instruments / Crane Scale,Crane Scale,10140360008,Measuring Instruments > Weight Measuring Instruments > Crane Scale,Match,3,7077780295,update product_category set plankton_id='10140360008' where id=3064;
2732,989/990/2732/,Measuring Instruments / Weight Measuring Instruments / Digital Scale,Digital Scale,3421822,Measuring Instruments > Weight Measuring Instruments > Digital Scale,Match,3,7077780295,update product_category set plankton_id='3421822' where id=2732;
1374,989/990/1374/,Measuring Instruments / Weight Measuring Instruments / Floor or Platform Scales,Floor or Platform Scales,7077854840,Measuring Instruments > Weight Measuring Instruments > Floor or Platform Scales,Match,3,7077780295,update product_category set plankton_id='7077854840' where id=1374;
86,86/,Mebel / Peralatan Bayi dan Anak,Mebel / Peralatan Bayi dan Anak,3411945,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak,Not Match,2,3411314,update product_category set plankton_id='3411945' where id=86;
257,86/257/,Mebel / Peralatan Bayi dan Anak / Mebel / Perlengkapan Kamar Bayi dan Anak,Mebel / Perlengkapan Kamar Bayi dan Anak,3412073,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Mebel / Perlengkapan Kamar Bayi dan Anak,Not Match,3,3411945,update product_category set plankton_id='3412073' where id=257;
1164,86/257/1164/,Mebel / Peralatan Bayi dan Anak / Mebel / Perlengkapan Kamar Bayi dan Anak / Baby Box,Baby Box,3412121,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Mebel / Perlengkapan Kamar Bayi dan Anak > Baby Box,Not Match,4,3412073,update product_category set plankton_id='3412121' where id=1164;
2308,86/257/2308/,Mebel / Peralatan Bayi dan Anak / Mebel / Perlengkapan Kamar Bayi dan Anak / Nursery Furniture & Decor,Nursery Furniture & Decor,3412089,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Mebel / Perlengkapan Kamar Bayi dan Anak > Nursery Furniture & Decor,Not Match,4,3412073,update product_category set plankton_id='3412089' where id=2308;
3917,86/257/3917/,Mebel / Peralatan Bayi dan Anak / Mebel / Perlengkapan Kamar Bayi dan Anak / Perlengkapan Tempat Tidur Bayi dan Anak,Perlengkapan Tempat Tidur Bayi dan Anak,3412105,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Mebel / Perlengkapan Kamar Bayi dan Anak > Perlengkapan Tempat Tidur Bayi dan Anak,Not Match,4,3412073,update product_category set plankton_id='3412105' where id=3917;
87,86/87/,Mebel / Peralatan Bayi dan Anak / Peralatan Aktivitas Bayi dan Anak,Peralatan Aktivitas Bayi dan Anak,3411961,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Peralatan Aktivitas Bayi dan Anak,Not Match,3,3411945,update product_category set plankton_id='3411961' where id=87;
120,86/87/120/,Mebel / Peralatan Bayi dan Anak / Peralatan Aktivitas Bayi dan Anak / Baby Car Seat,Baby Car Seat,3411993,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Peralatan Aktivitas Bayi dan Anak > Baby Car Seat,Not Match,4,3411961,update product_category set plankton_id='3411993' where id=120;
824,86/87/824/,Mebel / Peralatan Bayi dan Anak / Peralatan Aktivitas Bayi dan Anak / Baby Highchair and Booster Seat,Baby Highchair and Booster Seat,3412057,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Peralatan Aktivitas Bayi dan Anak > Baby Highchair and Booster Seat,Not Match,4,3411961,update product_category set plankton_id='3412057' where id=824;
3163,86/87/3163/,Mebel / Peralatan Bayi dan Anak / Peralatan Aktivitas Bayi dan Anak / Baby Walker,Baby Walker,3412025,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Peralatan Aktivitas Bayi dan Anak > Baby Walker,Not Match,4,3411961,update product_category set plankton_id='3412025' where id=3163;
2454,86/87/2454/,Mebel / Peralatan Bayi dan Anak / Peralatan Aktivitas Bayi dan Anak / Carrier and Sling,Carrier and Sling,3412009,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Peralatan Aktivitas Bayi dan Anak > Carrier and Sling,Not Match,4,3411961,update product_category set plankton_id='3412009' where id=2454;
1151,86/87/1151/,Mebel / Peralatan Bayi dan Anak / Peralatan Aktivitas Bayi dan Anak / Gym and Playmate for Baby / Kids,Gym and Playmate for Baby / Kids,3412041,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Peralatan Aktivitas Bayi dan Anak > Gym and Playmate for Baby / Kids,Not Match,4,3411961,update product_category set plankton_id='3412041' where id=1151;
4121,86/87/4121/,Mebel / Peralatan Bayi dan Anak / Peralatan Aktivitas Bayi dan Anak / Stroller / Kereta Dorong Bayi,Stroller / Kereta Dorong Bayi,3411977,Perlengkapan Bayi & Anak > Mebel / Peralatan Bayi dan Anak > Peralatan Aktivitas Bayi dan Anak > Stroller / Kereta Dorong Bayi,Not Match,4,3411961,update product_category set plankton_id='3411977' where id=4121;
1663,1663/,Mechanical Component,Mechanical Component,10113812159,Automotive > Otomotive Sparepart & Consumeable > Mechanical Component,Not Match,3,6829698969,update product_category set plankton_id='10113812159' where id=1663;
3148,1663/3148/,Mechanical Component / Bearing,Bearing,10113816428,Automotive > Otomotive Sparepart & Consumeable > Mechanical Component > Bearing,Not Match,4,10113812159,update product_category set plankton_id='10113816428' where id=3148;
1664,1663/1664/,"Mechanical Component / Bolt, Cage & Nut","Bolt, Cage & Nut",10113831078,"Automotive > Otomotive Sparepart & Consumeable > Mechanical Component > Bolt, Cage & Nut",Not Match,4,10113812159,update product_category set plankton_id='10113831078' where id=1664;
2802,1663/2802/,Mechanical Component / Gasket,Gasket,10113820419,Automotive > Otomotive Sparepart & Consumeable > Mechanical Component > Gasket,Not Match,4,10113812159,update product_category set plankton_id='10113820419' where id=2802;
4074,1663/4074/,Mechanical Component / Seal,Seal,10113824652,Automotive > Otomotive Sparepart & Consumeable > Mechanical Component > Seal,Not Match,4,10113812159,update product_category set plankton_id='10113824652' where id=4074;
1349,1349/,Media,Media,3456524,Printing Consumables > Media,Not Match,2,6678883665,update product_category set plankton_id='3456524' where id=1349;
1481,1349/1481/,Media / Indoor,Indoor,3456555,Printing Consumables > Media > Indoor,Not Match,3,3456524,update product_category set plankton_id='3456555' where id=1481;
1689,1349/1481/1689/,Media / Indoor / Canvas,Canvas,6678907068,Printing Consumables > Media > Indoor > Canvas,Not Match,4,3456555,update product_category set plankton_id='6678907068' where id=1689;
2582,1349/1481/2582/,Media / Indoor / Duratrans,Duratrans,6678916503,Printing Consumables > Media > Indoor > Duratrans,Not Match,4,3456555,update product_category set plankton_id='6678916503' where id=2582;
2498,1349/1481/2498/,Media / Indoor / Indoor Others,Indoor Others,6678919313,Printing Consumables > Media > Indoor > Indoor Others,Not Match,4,3456555,update product_category set plankton_id='6678919313' where id=2498;
3220,1349/1481/3220/,Media / Indoor / Magnetic,Magnetic,6678914332,Printing Consumables > Media > Indoor > Magnetic,Not Match,4,3456555,update product_category set plankton_id='6678914332' where id=3220;
1577,1349/1481/1577/,Media / Indoor / Wallpaper,Wallpaper,6678909419,Printing Consumables > Media > Indoor > Wallpaper,Not Match,4,3456555,update product_category set plankton_id='6678909419' where id=1577;
2295,1349/2295/,Media / Outdoor,Outdoor,3456539,Printing Consumables > Media > Outdoor,Not Match,3,3456524,update product_category set plankton_id='3456539' where id=2295;
1350,1349/1350/,Media / Textile & Sublimation,Textile & Sublimation,6678931803,Printing Consumables > Media > Textile & Sublimation,Not Match,3,3456524,update product_category set plankton_id='6678931803' where id=1350;
1989,1349/1350/1989/,Media / Textile & Sublimation / Sublimation,Sublimation,6678936237,Printing Consumables > Media > Textile & Sublimation > Sublimation,Not Match,4,6678931803,update product_category set plankton_id='6678936237' where id=1989;
2900,1349/1350/2900/,Media / Textile & Sublimation / Textile,Textile,6678934310,Printing Consumables > Media > Textile & Sublimation > Textile,Not Match,4,6678931803,update product_category set plankton_id='6678934310' where id=2900;
1970,1349/1970/,Media / UV Media,UV Media,6678939992,Printing Consumables > Media > UV Media,Not Match,3,3456524,update product_category set plankton_id='6678939992' where id=1970;
1795,1795/,Medical Equipment Transport,Medical Equipment Transport,8894168418,Health & Lab > Medical Equipment and Accessories and Supplies > Medical Equipment Transport,Not Match,3,6829802434,update product_category set plankton_id='8894168418' where id=1795;
1796,1795/1796/,Medical Equipment Transport / Medical Carts,Medical Carts,8894171044,Health & Lab > Medical Equipment and Accessories and Supplies > Medical Equipment Transport > Medical Carts,Not Match,4,8894168418,update product_category set plankton_id='8894171044' where id=1796;
1083,1083/,Medical Equipment and Accessories and Supplies,Medical Equipment and Accessories and Supplies,6829802434,Health & Lab > Medical Equipment and Accessories and Supplies,Not Match,2,11013455988,update product_category set plankton_id='6829802434' where id=1083;
2803,1083/2803/,Medical Equipment and Accessories and Supplies / Aids for Medical Training  ,Aids for Medical Training  ,,,-,-,,
2267,1083/2267/,Medical Equipment and Accessories and Supplies / Corpse Handling,Corpse Handling,10822576454,Health & Lab > Medical Equipment and Accessories and Supplies > Corpse Handling,Not Match,3,6829802434,update product_category set plankton_id='10822576454' where id=2267;
1986,1083/1986/,Medical Equipment and Accessories and Supplies / Medical Diagnostic Imaging,Medical Diagnostic Imaging,7228723882,Health & Lab > Medical Equipment and Accessories and Supplies > Medical Diagnostic Imaging,Not Match,3,6829802434,update product_category set plankton_id='7228723882' where id=1986;
3644,1083/1986/3644/,Medical Equipment and Accessories and Supplies / Medical Diagnostic Imaging / Medical Imaging Processing Unit,Medical Imaging Processing Unit,7228727854,Health & Lab > Medical Equipment and Accessories and Supplies > Medical Diagnostic Imaging > Medical Imaging Processing Unit,Not Match,4,7228723882,update product_category set plankton_id='7228727854' where id=3644;
1084,1083/1084/,Medical Equipment and Accessories and Supplies / Medical Facility Products,Medical Facility Products,6839091865,Health & Lab > Medical Equipment and Accessories and Supplies > Medical Facility Products,Not Match,3,6829802434,update product_category set plankton_id='6839091865' where id=1084;
3684,1083/1084/3684/,Medical Equipment and Accessories and Supplies / Medical Facility Products / Crank Bed,Crank Bed,10904710368,Health & Lab > Medical Equipment and Accessories and Supplies > Medical Facility Products > Crank Bed,Not Match,4,6839091865,update product_category set plankton_id='10904710368' where id=3684;
2209,1083/1084/2209/,Medical Equipment and Accessories and Supplies / Medical Facility Products / Patient Bed,Patient Bed,6599959394,Health & Lab > Medical Equipment and Accessories and Supplies > Medical Facility Products > Patient Bed,Not Match,4,6839091865,update product_category set plankton_id='6599959394' where id=2209;
2355,1083/1084/2355/,Medical Equipment and Accessories and Supplies / Medical Facility Products / Patient Beds and Accessories,Patient Beds and Accessories,6839116321,Health & Lab > Medical Equipment and Accessories and Supplies > Medical Facility Products > Patient Beds and Accessories,Not Match,4,6839091865,update product_category set plankton_id='6839116321' where id=2355;
1279,1083/1279/,Medical Equipment and Accessories and Supplies / Medical Training and Education Supplies,Medical Training and Education Supplies,7067434412,Health & Lab > Medical Equipment and Accessories and Supplies > Medical Training and Education Supplies,Not Match,3,6829802434,update product_category set plankton_id='7067434412' where id=1279;
1265,1083/1265/,Medical Equipment and Accessories and Supplies / Orthopedic and Prosthetic and Sports Medicine Products,Orthopedic and Prosthetic and Sports Medicine Products,8865345147,Health & Lab > Medical Equipment and Accessories and Supplies > Orthopedic and Prosthetic and Sports Medicine Products,Not Match,3,6829802434,update product_category set plankton_id='8865345147' where id=1265;
2700,1083/2700/,Medical Equipment and Accessories and Supplies / Sistem Pengukur Suhu Otomatis,Sistem Pengukur Suhu Otomatis,10928860477,Health & Lab > Medical Equipment and Accessories and Supplies > Sistem Pengukur Suhu Otomatis,Not Match,3,6829802434,update product_category set plankton_id='10928860477' where id=2700;
2184,1083/2184/,Medical Equipment and Accessories and Supplies / Wound Care Products,Wound Care Products,6839094320,Health & Lab > Medical Equipment and Accessories and Supplies > Wound Care Products,Not Match,3,6829802434,update product_category set plankton_id='6839094320' where id=2184;
3138,1083/2184/3138/,Medical Equipment and Accessories and Supplies / Wound Care Products / Bandages and Dressings and Related Products,Bandages and Dressings and Related Products,6839119992,Health & Lab > Medical Equipment and Accessories and Supplies > Wound Care Products > Bandages and Dressings and Related Products,Not Match,4,6839094320,update product_category set plankton_id='6839119992' where id=3138;
2107,2107/,Megaphone & Aksesori,Megaphone & Aksesori,3446029,Alat Musik & Pro Audio > Pro Audio > Megaphone & Aksesori,Not Match,3,3445313,update product_category set plankton_id='3446029' where id=2107;
2108,2107/2108/,Megaphone & Aksesori / Megaphone,Megaphone,3446045,Alat Musik & Pro Audio > Pro Audio > Megaphone & Aksesori > Megaphone,Not Match,4,3446029,update product_category set plankton_id='3446045' where id=2108;
1104,1104/,Meja,Meja,3413540,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja,Not Match,3,3413276,update product_category set plankton_id='3413540' where id=1104;
3720,1104/3720/,Meja / Meja Belajar,Meja Belajar,3413604,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja > Meja Belajar,Not Match,4,3413540,update product_category set plankton_id='3413604' where id=3720;
1105,1104/1105/,Meja / Meja Kantor,Meja Kantor,3413588,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja > Meja Kantor,Not Match,4,3413540,update product_category set plankton_id='3413588' where id=1105;
1965,1104/1965/,Meja / Meja Komputer,Meja Komputer,3413572,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja > Meja Komputer,Not Match,4,3413540,update product_category set plankton_id='3413572' where id=1965;
3933,1104/3933/,Meja / Meja Lipat Serbaguna,Meja Lipat Serbaguna,3413636,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja > Meja Lipat Serbaguna,Not Match,4,3413540,update product_category set plankton_id='3413636' where id=3933;
3996,1104/3996/,Meja / Meja Meeting,Meja Meeting,3413556,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja > Meja Meeting,Not Match,4,3413540,update product_category set plankton_id='3413556' where id=3996;
3763,1104/3763/,Meja / Meja Restoran,Meja Restoran,3413652,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja > Meja Restoran,Not Match,4,3413540,update product_category set plankton_id='3413652' where id=3763;
3806,1104/3806/,Meja / Meja Rias,Meja Rias,3413668,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja > Meja Rias,Not Match,4,3413540,update product_category set plankton_id='3413668' where id=3806;
2746,1104/2746/,Meja / Meja Ruang Tamu,Meja Ruang Tamu,3413620,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja > Meja Ruang Tamu,Not Match,4,3413540,update product_category set plankton_id='3413620' where id=2746;
2234,1104/2234/,Meja / Work Bench,Work Bench,9984734351,Furnitur & Perlengkapan Rumah Tangga > Furniture > Meja > Work Bench,Not Match,4,3413540,update product_category set plankton_id='9984734351' where id=2234;
1251,1251/,Memory Card,Memory Card,3418394,Camera and Video > On Camera Accessory > Memory Card,Not Match,3,3458334,update product_category set plankton_id='3418394' where id=1251;
2397,1251/2397/,Memory Card / Compactflash / Cf Card,Compactflash / Cf Card,3418458,Camera and Video > On Camera Accessory > Memory Card > Compactflash / Cf Card,Not Match,4,3418394,update product_category set plankton_id='3418458' where id=2397;
2965,1251/2965/,Memory Card / Memory Stick,Memory Stick,3418474,Camera and Video > On Camera Accessory > Memory Card > Memory Stick,Not Match,4,3418394,update product_category set plankton_id='3418474' where id=2965;
3221,1251/3221/,Memory Card / Micro Secure Digital / Micro Sd Card,Micro Secure Digital / Micro Sd Card,3418410,Camera and Video > On Camera Accessory > Memory Card > Micro Secure Digital / Micro Sd Card,Not Match,4,3418394,update product_category set plankton_id='3418410' where id=3221;
1252,1251/1252/,Memory Card / Mini Secure Digital / Mini Sd Card,Mini Secure Digital / Mini Sd Card,3418426,Camera and Video > On Camera Accessory > Memory Card > Mini Secure Digital / Mini Sd Card,Not Match,4,3418394,update product_category set plankton_id='3418426' where id=1252;
2032,1251/2032/,Memory Card / Secure Digital / Sd Card,Secure Digital / Sd Card,3418442,Camera and Video > On Camera Accessory > Memory Card > Secure Digital / Sd Card,Not Match,4,3418394,update product_category set plankton_id='3418442' where id=2032;
1371,1371/,Memory Desktop,Memory Desktop,3416296,Aksesoris Gadget & Komputer > Memory / Ram > Memory Desktop,Not Match,3,3416232,update product_category set plankton_id='3416296' where id=1371;
3442,1371/3442/,Memory Desktop / Memory Desktop Ddr,Memory Desktop Ddr,3416312,Aksesoris Gadget & Komputer > Memory / Ram > Memory Desktop > Memory Desktop Ddr,Not Match,4,3416296,update product_category set plankton_id='3416312' where id=3442;
1571,1371/1571/,Memory Desktop / Memory Desktop Ddr2,Memory Desktop Ddr2,3416328,Aksesoris Gadget & Komputer > Memory / Ram > Memory Desktop > Memory Desktop Ddr2,Not Match,4,3416296,update product_category set plankton_id='3416328' where id=1571;
1372,1371/1372/,Memory Desktop / Memory Desktop Ddr3,Memory Desktop Ddr3,3416344,Aksesoris Gadget & Komputer > Memory / Ram > Memory Desktop > Memory Desktop Ddr3,Not Match,4,3416296,update product_category set plankton_id='3416344' where id=1372;
2888,1371/2888/,Memory Desktop / Memory Desktop Ddr4,Memory Desktop Ddr4,3416376,Aksesoris Gadget & Komputer > Memory / Ram > Memory Desktop > Memory Desktop Ddr4,Not Match,4,3416296,update product_category set plankton_id='3416376' where id=2888;
4355,1371/4355/,Memory Desktop / Memory Desktop Ddr5,Memory Desktop Ddr5,11017366072,Aksesoris Gadget & Komputer > Memory / Ram > Memory Desktop > Memory Desktop Ddr5,Not Match,4,3416296,update product_category set plankton_id='11017366072' where id=4355;
2367,1371/2367/,Memory Desktop / Memory Desktop Sdram,Memory Desktop Sdram,3416360,Aksesoris Gadget & Komputer > Memory / Ram > Memory Desktop > Memory Desktop Sdram,Not Match,4,3416296,update product_category set plankton_id='3416360' where id=2367;
752,752/,Memory Notebook / So-Dimm,Memory Notebook / So-Dimm,3416392,Aksesoris Gadget & Komputer > Memory / Ram > Memory Notebook / So-Dimm,Not Match,3,3416232,update product_category set plankton_id='3416392' where id=752;
1366,752/1366/,Memory Notebook / So-Dimm / Memory So-Dimm Ddr,Memory So-Dimm Ddr,3416408,Aksesoris Gadget & Komputer > Memory / Ram > Memory Notebook / So-Dimm > Memory So-Dimm Ddr,Not Match,4,3416392,update product_category set plankton_id='3416408' where id=1366;
2250,752/2250/,Memory Notebook / So-Dimm / Memory So-Dimm Ddr2,Memory So-Dimm Ddr2,3416424,Aksesoris Gadget & Komputer > Memory / Ram > Memory Notebook / So-Dimm > Memory So-Dimm Ddr2,Not Match,4,3416392,update product_category set plankton_id='3416424' where id=2250;
753,752/753/,Memory Notebook / So-Dimm / Memory So-Dimm Ddr3,Memory So-Dimm Ddr3,3416440,Aksesoris Gadget & Komputer > Memory / Ram > Memory Notebook / So-Dimm > Memory So-Dimm Ddr3,Not Match,4,3416392,update product_category set plankton_id='3416440' where id=753;
2051,752/2051/,Memory Notebook / So-Dimm / Memory So-Dimm Ddr4,Memory So-Dimm Ddr4,3416456,Aksesoris Gadget & Komputer > Memory / Ram > Memory Notebook / So-Dimm > Memory So-Dimm Ddr4,Not Match,4,3416392,update product_category set plankton_id='3416456' where id=2051;
4340,752/4340/,Memory Notebook / So-Dimm / Memory So-Dimm Ddr5,Memory So-Dimm Ddr5,11013455994,Aksesoris Gadget & Komputer > Memory / Ram > Memory Notebook / So-Dimm > Memory So-Dimm Ddr5,Not Match,4,3416392,update product_category set plankton_id='11013455994' where id=4340;
1243,1243/,Memory Server / Ecc,Memory Server / Ecc,3416248,Aksesoris Gadget & Komputer > Memory / Ram > Memory Server / Ecc,Not Match,3,3416232,update product_category set plankton_id='3416248' where id=1243;
2275,1243/2275/,Memory Server / Ecc / Memory Ecc Ddr Registered / Rdimm,Memory Ecc Ddr Registered / Rdimm,3416264,Aksesoris Gadget & Komputer > Memory / Ram > Memory Server / Ecc > Memory Ecc Ddr Registered / Rdimm,Not Match,4,3416248,update product_category set plankton_id='3416264' where id=2275;
1244,1243/1244/,Memory Server / Ecc / Memory Ecc Non Registered / Udimm,Memory Ecc Non Registered / Udimm,3416280,Aksesoris Gadget & Komputer > Memory / Ram > Memory Server / Ecc > Memory Ecc Non Registered / Udimm,Not Match,4,3416248,update product_category set plankton_id='3416280' where id=1244;
626,626/,Mesin Fax,Mesin Fax,3455810,Peralatan Kantor > Alat Kantor > Mesin Fax,Not Match,3,3455618,update product_category set plankton_id='3455810' where id=626;
3392,626/3392/,Mesin Fax / Mesin Fax Kertas Biasa / Plain,Mesin Fax Kertas Biasa / Plain,3455842,Peralatan Kantor > Alat Kantor > Mesin Fax > Mesin Fax Kertas Biasa / Plain,Not Match,4,3455810,update product_category set plankton_id='3455842' where id=3392;
627,626/627/,Mesin Fax / Mesin Fax Kertas Thermal,Mesin Fax Kertas Thermal,3455826,Peralatan Kantor > Alat Kantor > Mesin Fax > Mesin Fax Kertas Thermal,Not Match,4,3455810,update product_category set plankton_id='3455826' where id=627;
548,548/,Mesin Fotocopy / Fotokopi,Mesin Fotocopy / Fotokopi,3455682,Peralatan Kantor > Alat Kantor > Mesin Fotocopy / Fotokopi,Not Match,3,3455618,update product_category set plankton_id='3455682' where id=548;
549,548/549/,Mesin Fotocopy / Fotokopi / Aksesori Mesin Fotocopy,Aksesori Mesin Fotocopy,2647642127,Peralatan Kantor > Alat Kantor > Mesin Fotocopy / Fotokopi > Aksesori Mesin Fotocopy,Not Match,4,3455682,update product_category set plankton_id='2647642127' where id=549;
3455,548/3455/,Mesin Fotocopy / Fotokopi / Mesin Fotocopy Hitam Putih / Bw,Mesin Fotocopy Hitam Putih / Bw,3455698,Peralatan Kantor > Alat Kantor > Mesin Fotocopy / Fotokopi > Mesin Fotocopy Hitam Putih / Bw,Not Match,4,3455682,update product_category set plankton_id='3455698' where id=3455;
3389,548/3389/,Mesin Fotocopy / Fotokopi / Mesin Fotocopy Warna,Mesin Fotocopy Warna,3455714,Peralatan Kantor > Alat Kantor > Mesin Fotocopy / Fotokopi > Mesin Fotocopy Warna,Not Match,4,3455682,update product_category set plankton_id='3455714' where id=3389;
3483,548/3483/,Mesin Fotocopy / Fotokopi / Spare Part Mesin Fotocopy,Spare Part Mesin Fotocopy,3455730,Peralatan Kantor > Alat Kantor > Mesin Fotocopy / Fotokopi > Spare Part Mesin Fotocopy,Not Match,4,3455682,update product_category set plankton_id='3455730' where id=3483;
1216,1216/,Mesin Gerinda & Aksesori,Mesin Gerinda & Aksesori,,,-,-,,
1217,1216/1217/,Mesin Gerinda & Aksesori / Mata Gerinda,Mata Gerinda,,,-,-,,
4305,1216/4305/,Mesin Gerinda & Aksesori / Mesin Gerinda,Mesin Gerinda,,,-,-,,
1697,1697/,Mesin Jahit,Mesin Jahit,3429622,Konveksi > Mesin Jahit,Not Match,2,3429590,update product_category set plankton_id='3429622' where id=1697;
2475,1697/2475/,Mesin Jahit / Mesin Jahit Komputer,Mesin Jahit Komputer,3429663,Konveksi > Mesin Jahit > Mesin Jahit Komputer,Not Match,3,3429622,update product_category set plankton_id='3429663' where id=2475;
2937,1697/2937/,Mesin Jahit / Mesin Jahit Mekanik,Mesin Jahit Mekanik,3429638,Konveksi > Mesin Jahit > Mesin Jahit Mekanik,Not Match,3,3429622,update product_category set plankton_id='3429638' where id=2937;
1698,1697/1698/,Mesin Jahit / Mesin Jahit Multifungsi,Mesin Jahit Multifungsi,3429679,Konveksi > Mesin Jahit > Mesin Jahit Multifungsi,Not Match,3,3429622,update product_category set plankton_id='3429679' where id=1698;
1166,1166/,Mesin Jilid,Mesin Jilid,3455922,Peralatan Kantor > Perangkat Administrasi Kantor > Mesin Jilid,Not Match,3,3455858,update product_category set plankton_id='3455922' where id=1166;
4325,1166/4325/,Mesin Jilid / Mesin Jilid Industrial,Mesin Jilid Industrial,3455986,Peralatan Kantor > Perangkat Administrasi Kantor > Mesin Jilid > Mesin Jilid Industrial,Not Match,4,3455922,update product_category set plankton_id='3455986' where id=4325;
1167,1166/1167/,Mesin Jilid / Mesin Jilid Kawat,Mesin Jilid Kawat,3455954,Peralatan Kantor > Perangkat Administrasi Kantor > Mesin Jilid > Mesin Jilid Kawat,Not Match,4,3455922,update product_category set plankton_id='3455954' where id=1167;
4006,1166/4006/,Mesin Jilid / Mesin Jilid Plastik,Mesin Jilid Plastik,3455938,Peralatan Kantor > Perangkat Administrasi Kantor > Mesin Jilid > Mesin Jilid Plastik,Not Match,4,3455922,update product_category set plankton_id='3455938' where id=4006;
1506,1166/1506/,Mesin Jilid / Mesin Jilid Thermal,Mesin Jilid Thermal,3455970,Peralatan Kantor > Perangkat Administrasi Kantor > Mesin Jilid > Mesin Jilid Thermal,Not Match,4,3455922,update product_category set plankton_id='3455970' where id=1506;
2157,2157/,Mesin Kasir / Pos,Mesin Kasir / Pos,3454697,Peralatan Kantor > Peralatan Kasir > Mesin Kasir / Pos,Not Match,3,3454682,update product_category set plankton_id='3454697' where id=2157;
2158,2157/2158/,Mesin Kasir / Pos / Cash Register,Cash Register,3454729,Peralatan Kantor > Peralatan Kasir > Mesin Kasir / Pos > Cash Register,Not Match,4,3454697,update product_category set plankton_id='3454729' where id=2158;
3472,2157/3472/,Mesin Kasir / Pos / Pos Sistem Restoran / Salon / Hospitality,Pos Sistem Restoran / Salon / Hospitality,3454713,Peralatan Kantor > Peralatan Kasir > Mesin Kasir / Pos > Pos Sistem Restoran / Salon / Hospitality,Not Match,4,3454697,update product_category set plankton_id='3454713' where id=3472;
